╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
  1395000 |  11687.0 |       7062 |      34906 | 1373633 | $ 10 |        1  (8s)
  1400000 |  11398.4 |       6406 |      34906 | 1378461 | $ 90 |        5  (8s)
  1405000 |  11117.0 |       7062 |      34906 | 1383333 | $ 20 |        1  (8s)
  1410000 |  10842.5 |       4062 |      34906 | 1388195 | $ 80 |        5  (8s)
  1415000 |  10574.8 |       9062 |      34906 | 1393045 | $ 80 |        3  (8s)
  1420000 |  10313.7 |       7312 |      34906 | 1397879 | $100 |        5  (8s)
  1425000 |  10059.1 |      10562 |      34906 | 1402722 | $190 |       12  (8s)

🔥 RESTART #4 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (8s)

  1430000 |  49053.6 |      11750 |      34906 | 1407662 | $120 |        6  (8s)
  1435000 |  47842.4 |      11000 |      34906 | 1412627 | $ 80 |        4  (8s)
  1440000 |  46661.2 |       4468 |      34906 | 1417590 | $ 10 |        1  (8s)
  1445000 |  45509.1 |       9062 |      34906 | 1422557 | $ 60 |        2  (8s)
  1450000 |  44385.5 |      10750 |      34906 | 1427518 | $ 40 |        2  (8s)
  1455000 |  43289.6 |       7062 |      34906 | 1432468 | $ 50 |        2  (8s)
  1460000 |  42220.8 |       3312 |      34906 | 1437431 | $130 |        7  (8s)
  1465000 |  41178.3 |       6406 |      34906 | 1442398 | $ 10 |        1  (8s)
  1470000 |  40161.6 |      13000 |      34906 | 1447356 | $ 20 |        2  (8s)
  1475000 |  39170.0 |       7062 |      34906 | 1452317 | $ 90 |        5  (8s)
  1480000 |  38202.9 |       2562 |      34906 | 1457281 | $ 80 |        6  (8s)
  1485000 |  37259.7 |       6343 |      34906 | 1462245 | $100 |        7  (8s)
  1490000 |  36339.8 |       9750 |      34906 | 1467205 | $110 |        6  (8s)
  1495000 |  35442.5 |       8687 |      34906 | 1472155 | $120 |        6  (8s)
  1500000 |  34567.4 |       7062 |      34906 | 1477107 | $ 20 |        1  (8s)
  1505000 |  33714.0 |       7062 |      34906 | 1482061 | $ 40 |        2  (8s)
  1510000 |  32881.6 |      12062 |      34906 | 1487011 | $180 |        9  (8s)
  1515000 |  32069.7 |       7062 |      34906 | 1491950 | $  0 |        0  (8s)
  1520000 |  31277.9 |       7062 |      34906 | 1496888 | $ 10 |        1  (8s)
  1525000 |  30505.6 |       7062 |      34906 | 1501820 | $ 30 |        2  (8s)
  1530000 |  29752.5 |      11500 |      34906 | 1506756 | $ 60 |        3  (8s)
  1535000 |  29017.9 |       7062 |      34906 | 1511695 | $ 30 |        2  (8s)
  1540000 |  28301.4 |       6562 |      34906 | 1516638 | $130 |        6  (8s)
  1545000 |  27602.6 |       7062 |      34906 | 1521565 | $ 50 |        2  (9s)
  1550000 |  26921.1 |       7062 |      34906 | 1526503 | $ 20 |        1  (9s)
  1555000 |  26256.4 |       7062 |      34906 | 1531449 | $  0 |        0  (9s)
  1560000 |  25608.2 |       7062 |      34906 | 1536388 | $ 10 |        1  (9s)
  1565000 |  24975.9 |       7062 |      34906 | 1541334 | $ 10 |        1  (9s)
  1570000 |  24359.2 |       8250 |      34906 | 1546261 | $170 |       10  (9s)
  1575000 |  23757.8 |       7062 |      34906 | 1551200 | $ 10 |        1  (9s)
  1580000 |  23171.2 |       4812 |      34906 | 1556121 | $ 70 |        5  (9s)
  1585000 |  22599.1 |       8062 |      34906 | 1561034 | $ 60 |        3  (9s)
  1590000 |  22041.1 |       9062 |      34906 | 1565959 | $140 |        7  (9s)
  1595000 |  21496.9 |      10000 |      34906 | 1570889 | $ 60 |        6  (9s)
  1600000 |  20966.2 |       5625 |      34906 | 1575807 | $170 |       11  (9s)
  1605000 |  20448.5 |       7000 |      34906 | 1580726 | $190 |       12  (9s)
  1610000 |  19943.6 |       7062 |      34906 | 1585644 | $110 |        7  (9s)
  1615000 |  19451.2 |       8500 |      34906 | 1590550 | $180 |       10  (9s)
  1620000 |  18971.0 |       7062 |      34906 | 1595472 | $  0 |        0  (9s)
  1625000 |  18502.6 |       8000 |      34906 | 1600389 | $ 10 |        1  (9s)
  1630000 |  18045.8 |       8062 |      34906 | 1605298 | $ 90 |        5  (9s)
  1635000 |  17600.2 |       8062 |      34906 | 1610192 | $ 90 |        4  (9s)
  1640000 |  17165.7 |       8468 |      34906 | 1615102 | $140 |        7  (9s)
  1645000 |  16741.8 |       8062 |      34906 | 1619989 | $ 80 |        5  (9s)
  1650000 |  16328.5 |       8062 |      34906 | 1624897 | $ 50 |        2  (9s)
  1655000 |  15925.3 |       7062 |      34906 | 1629805 | $ 60 |        3  (9s)
  1660000 |  15532.1 |      15000 |      34906 | 1634690 | $150 |        9  (9s)
  1665000 |  15148.6 |       5093 |      34906 | 1639573 | $100 |        5  (9s)
  1670000 |  14774.6 |       8062 |      34906 | 1644461 | $100 |        4  (9s)
  1675000 |  14409.8 |       5000 |      34906 | 1649359 | $ 10 |        1  (9s)
  1680000 |  14054.0 |      13000 |      34906 | 1654232 | $170 |        8  (9s)
  1685000 |  13707.0 |       8062 |      34906 | 1659111 | $ 80 |        4  (9s)
  1690000 |  13368.6 |       6500 |      34906 | 1663980 | $ 40 |        3  (9s)
  1695000 |  13038.5 |      14250 |      34906 | 1668860 | $130 |        7  (9s)
  1700000 |  12716.6 |       9687 |      34906 | 1673733 | $ 80 |        6  (9s)
  1705000 |  12402.6 |       7562 |      34906 | 1678595 | $ 50 |        3  (10s)
  1710000 |  12096.4 |       7062 |      34906 | 1683464 | $  0 |        0  (10s)
  1715000 |  11797.8 |       7468 |      34906 | 1688353 | $ 10 |        1  (10s)
  1720000 |  11506.5 |       7468 |      34906 | 1693205 | $ 20 |        2  (10s)
  1725000 |  11222.4 |      10437 |      34906 | 1698041 | $190 |        9  (10s)
  1730000 |  10945.3 |      10750 |      34906 | 1702836 | $ 60 |        5  (10s)
  1735000 |  10675.0 |       6250 |      34906 | 1707681 | $ 10 |        1  (10s)
  1740000 |  10411.5 |       7062 |      34906 | 1712541 | $  0 |        0  (10s)
  1745000 |  10154.4 |       7562 |      34906 | 1717335 | $ 20 |        1  (10s)

🔥 RESTART #5 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (10s)

  1750000 |  49518.6 |       7750 |      34906 | 1722219 | $140 |        8  (10s)
  1755000 |  48296.0 |       7062 |      34906 | 1727177 | $ 70 |        4  (10s)
  1760000 |  47103.5 |       9750 |      34906 | 1732137 | $ 10 |        1  (10s)
  1765000 |  45940.5 |       8062 |      34906 | 1737112 | $ 50 |        2  (10s)
  1770000 |  44806.3 |       2968 |      34906 | 1742069 | $110 |        7  (10s)
  1775000 |  43700.0 |       8062 |      34906 | 1747033 | $ 60 |        2  (10s)
  1780000 |  42621.0 |       6406 |      34906 | 1752003 | $ 40 |        2  (10s)
  1785000 |  41568.7 |       9750 |      34906 | 1756960 | $ 10 |        1  (10s)
  1790000 |  40542.4 |       7062 |      34906 | 1761925 | $  0 |        0  (10s)
  1795000 |  39541.4 |       6875 |      34906 | 1766874 | $ 40 |        2  (10s)
  1800000 |  38565.1 |       9562 |      34906 | 1771822 | $190 |       11  (10s)
  1805000 |  37612.9 |       7062 |      34906 | 1776780 | $ 10 |        1  (10s)
  1810000 |  36684.2 |       4500 |      34906 | 1781740 | $ 40 |        3  (10s)
  1815000 |  35778.5 |      10000 |      34906 | 1786691 | $110 |        5  (10s)
  1820000 |  34895.1 |      12562 |      34906 | 1791647 | $ 70 |        3  (10s)
  1825000 |  34033.6 |       7062 |      34906 | 1796600 | $  0 |        0  (10s)
  1830000 |  33193.3 |       7562 |      34906 | 1801544 | $ 40 |        2  (10s)
  1835000 |  32373.7 |      14250 |      34906 | 1806497 | $100 |        6  (10s)
  1840000 |  31574.4 |      15000 |      34906 | 1811437 | $ 70 |        5  (10s)
  1845000 |  30794.8 |       9625 |      34906 | 1816388 | $ 40 |        2  (10s)
  1850000 |  30034.5 |       8062 |      34906 | 1821326 | $ 90 |        4  (10s)
  1855000 |  29292.9 |       7312 |      34906 | 1826266 | $ 40 |        2  (10s)
  1860000 |  28569.7 |      10750 |      34906 | 1831211 | $160 |        9  (10s)
  1865000 |  27864.3 |       8062 |      34906 | 1836153 | $ 40 |        2  (10s)
  1870000 |  27176.3 |       8062 |      34906 | 1841101 | $ 50 |        2  (10s)
  1875000 |  26505.3 |       7062 |      34906 | 1846031 | $ 30 |        2  (10s)
  1880000 |  25850.9 |       6375 |      34906 | 1850968 | $ 90 |        6  (11s)
  1885000 |  25212.7 |       9000 |      34906 | 1855897 | $ 10 |        1  (11s)
  1890000 |  24590.2 |       9250 |      34906 | 1860837 | $ 20 |        2  (11s)
  1895000 |  23983.0 |       7062 |      34906 | 1865745 | $ 70 |        3  (11s)
  1900000 |  23390.9 |       8062 |      34906 | 1870667 | $ 70 |        4  (11s)
  1905000 |  22813.4 |       9500 |      34906 | 1875588 | $190 |       10  (11s)
  1910000 |  22250.1 |       8062 |      34906 | 1880527 | $ 40 |        2  (11s)
  1915000 |  21700.7 |      10968 |      34906 | 1885442 | $100 |        6  (11s)
  1920000 |  21164.9 |       8062 |      34906 | 1890352 | $ 80 |        6  (11s)
  1925000 |  20642.4 |       9062 |      34906 | 1895257 | $ 70 |        3  (11s)
  1930000 |  20132.7 |       7562 |      34906 | 1900181 | $ 50 |        3  (11s)
  1935000 |  19635.6 |       7875 |      34906 | 1905116 | $ 90 |        7  (11s)
  1940000 |  19150.8 |       7062 |      34906 | 1910039 | $  0 |        0  (11s)
  1945000 |  18678.0 |       5937 |      34906 | 1914950 | $ 70 |        3  (11s)
  1950000 |  18216.8 |      13750 |      34906 | 1919850 | $150 |        8  (11s)
  1955000 |  17767.0 |       8031 |      34906 | 1924773 | $ 80 |        4  (11s)
  1960000 |  17328.4 |       7562 |      34906 | 1929670 | $ 30 |        3  (11s)
  1960089 |  17320.7 |      42250 |      42250 | 1929753 | $190 |       10  ✨ NEW BEST! (11s)
  1965000 |  16900.5 |      13500 |      42250 | 1934553 | $ 50 |        3  (11s)
  1970000 |  16483.3 |      11062 |      42250 | 1939447 | $ 80 |        4  (11s)
  1975000 |  16076.3 |       6406 |      42250 | 1944339 | $ 10 |        1  (11s)
  1980000 |  15679.4 |       9531 |      42250 | 1949236 | $160 |        9  (11s)
  1985000 |  15292.2 |       7062 |      42250 | 1954112 | $ 10 |        1  (11s)
  1990000 |  14914.7 |       9312 |      42250 | 1958973 | $130 |        6  (11s)
  1995000 |  14546.4 |       9500 |      42250 | 1963850 | $120 |        8  (11s)
  2000000 |  14187.3 |       6687 |      42250 | 1968741 | $110 |        6  (11s)
  2005000 |  13837.0 |       7625 |      42250 | 1973646 | $ 70 |        6  (11s)
  2010000 |  13495.3 |       7062 |      42250 | 1978543 | $ 10 |        1  (11s)
  2015000 |  13162.1 |      13250 |      42250 | 1983427 | $120 |        8  (11s)
  2020000 |  12837.2 |       8062 |      42250 | 1988277 | $110 |        4  (11s)
  2025000 |  12520.2 |       9062 |      42250 | 1993112 | $100 |        4  (11s)
  2030000 |  12211.1 |       9250 |      42250 | 1997940 | $ 10 |        1  (11s)
  2035000 |  11909.6 |      11750 |      42250 | 2002823 | $180 |       12  (11s)
  2040000 |  11615.5 |      10750 |      42250 | 2007653 | $160 |        6  (11s)
  2045000 |  11328.8 |       8562 |      42250 | 2012513 | $ 50 |        3  (11s)
  2050000 |  11049.0 |       8062 |      42250 | 2017366 | $ 30 |        1  (11s)
  2055000 |  10776.2 |       7062 |      42250 | 2022195 | $  0 |        0  (12s)
  2060000 |  10510.2 |       6687 |      42250 | 2027031 | $ 90 |        5  (12s)
  2065000 |  10250.7 |       8562 |      42250 | 2031856 | $160 |        8  (12s)

🔥 RESTART #6 - Reheating! (stuck for 109863 iterations) Temp: 50000.0 (12s)

  2070000 |  49988.0 |       8000 |      42250 | 2036672 | $ 20 |        2  (12s)
  2075000 |  48753.8 |       4062 |      42250 | 2041640 | $110 |        6  (12s)
  2080000 |  47550.1 |       5062 |      42250 | 2046596 | $ 40 |        2  (12s)
  2085000 |  46376.0 |       8750 |      42250 | 2051554 | $ 10 |        1  (12s)
  2090000 |  45231.0 |       8062 |      42250 | 2056518 | $ 30 |        1  (12s)
  2095000 |  44114.2 |       7062 |      42250 | 2061487 | $  0 |        0  (12s)
  2100000 |  43025.1 |       5656 |      42250 | 2066447 | $140 |        8  (12s)
  2105000 |  41962.8 |      10000 |      42250 | 2071410 | $ 70 |        5  (12s)
  2110000 |  40926.7 |       9750 |      42250 | 2076367 | $ 50 |        3  (12s)
  2115000 |  39916.2 |       7062 |      42250 | 2081333 | $ 50 |        2  (12s)
  2120000 |  38930.7 |       6312 |      42250 | 2086293 | $ 20 |        2  (12s)
  2125000 |  37969.5 |       7062 |      42250 | 2091257 | $  0 |        0  (12s)
  2130000 |  37032.0 |       7062 |      42250 | 2096202 | $ 30 |        1  (12s)
  2135000 |  36117.7 |      11062 |      42250 | 2101151 | $100 |        4  (12s)
  2140000 |  35225.9 |      11062 |      42250 | 2106102 | $ 90 |        3  (12s)
  2145000 |  34356.2 |       4656 |      42250 | 2111057 | $ 20 |        2  (12s)
  2150000 |  33507.9 |       7062 |      42250 | 2115997 | $ 90 |        5  (12s)
  2155000 |  32680.6 |       4500 |      42250 | 2120957 | $ 60 |        4  (12s)
  2160000 |  31873.7 |       8062 |      42250 | 2125909 | $ 30 |        1  (12s)
  2165000 |  31086.8 |      12250 |      42250 | 2130862 | $ 80 |        7  (12s)
  2170000 |  30319.2 |       8000 |      42250 | 2135810 | $ 10 |        1  (12s)
  2175000 |  29570.6 |      10062 |      42250 | 2140758 | $190 |       10  (12s)
  2180000 |  28840.5 |       7062 |      42250 | 2145697 | $ 60 |        4  (12s)
  2185000 |  28128.5 |       6500 |      42250 | 2150640 | $130 |        8  (12s)
  2190000 |  27434.0 |       9312 |      42250 | 2155587 | $ 80 |        4  (12s)
  2195000 |  26756.6 |       7062 |      42250 | 2160525 | $ 20 |        1  (12s)
  2200000 |  26096.0 |       9062 |      42250 | 2165462 | $ 50 |        3  (12s)
  2205000 |  25451.7 |       7250 |      42250 | 2170404 | $170 |       10  (12s)
  2210000 |  24823.3 |      12500 |      42250 | 2175339 | $ 90 |        6  (12s)
  2215000 |  24210.4 |      10500 |      42250 | 2180282 | $130 |        9  (12s)
  2220000 |  23612.6 |      10812 |      42250 | 2185212 | $120 |        6  (12s)
  2225000 |  23029.6 |       8750 |      42250 | 2190142 | $ 60 |        6  (12s)
  2230000 |  22461.0 |       7062 |      42250 | 2195075 | $ 30 |        1  (13s)
  2235000 |  21906.4 |       7062 |      42250 | 2200002 | $ 30 |        1  (13s)
  2240000 |  21365.6 |       7062 |      42250 | 2204916 | $ 10 |        1  (13s)
  2245000 |  20838.1 |       7062 |      42250 | 2209834 | $  0 |        0  (13s)
  2250000 |  20323.6 |      11000 |      42250 | 2214745 | $160 |        9  (13s)
  2255000 |  19821.8 |      13406 |      42250 | 2219663 | $130 |        8  (13s)
  2260000 |  19332.4 |       5062 |      42250 | 2224579 | $ 20 |        2  (13s)
  2265000 |  18855.0 |       8750 |      42250 | 2229491 | $150 |       10  (13s)
  2270000 |  18389.5 |       2062 |      42250 | 2234394 | $130 |        9  (13s)
  2275000 |  17935.5 |       7062 |      42250 | 2239308 | $  0 |        0  (13s)
  2280000 |  17492.6 |       9250 |      42250 | 2244208 | $100 |        7  (13s)
  2285000 |  17060.7 |       2062 |      42250 | 2249111 | $ 50 |        4  (13s)
  2290000 |  16639.5 |       7062 |      42250 | 2254010 | $ 50 |        3  (13s)
  2295000 |  16228.7 |       7062 |      42250 | 2258913 | $ 20 |        1  (13s)
  2300000 |  15828.0 |       7812 |      42250 | 2263811 | $150 |       10  (13s)
  2305000 |  15437.2 |      10625 |      42250 | 2268712 | $130 |        6  (13s)
  2310000 |  15056.1 |       8062 |      42250 | 2273601 | $ 30 |        1  (13s)
  2315000 |  14684.3 |       4062 |      42250 | 2278481 | $ 10 |        1  (13s)
  2320000 |  14321.8 |       8562 |      42250 | 2283367 | $ 90 |        3  (13s)
  2325000 |  13968.2 |       8062 |      42250 | 2288255 | $160 |        8  (13s)
  2330000 |  13623.3 |       6875 |      42250 | 2293149 | $120 |        7  (13s)
  2335000 |  13286.9 |       7562 |      42250 | 2298041 | $ 50 |        3  (13s)
  2340000 |  12958.9 |      14687 |      42250 | 2302923 | $110 |        7  (13s)
  2345000 |  12638.9 |       8062 |      42250 | 2307793 | $ 30 |        1  (13s)
  2350000 |  12326.8 |       7062 |      42250 | 2312642 | $ 70 |        4  (13s)
  2355000 |  12022.5 |       7062 |      42250 | 2317489 | $ 40 |        2  (13s)
  2360000 |  11725.7 |       7062 |      42250 | 2322349 | $ 10 |        1  (13s)
  2365000 |  11436.1 |      10500 |      42250 | 2327193 | $ 60 |        4  (13s)
  2370000 |  11153.8 |       8500 |      42250 | 2332036 | $ 20 |        2  (13s)
  2375000 |  10878.4 |       8750 |      42250 | 2336878 | $ 80 |        5  (13s)
  2380000 |  10609.8 |       9750 |      42250 | 2341709 | $ 80 |        4  (13s)
  2385000 |  10347.9 |       8562 |      42250 | 2346544 | $110 |        5  (13s)
  2390000 |  10092.4 |       7062 |      42250 | 2351376 | $ 10 |        1  (13s)

🔥 RESTART #7 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (13s)

  2395000 |  49216.0 |       9062 |      42250 | 2356291 | $ 90 |        5  (13s)
  2400000 |  48000.8 |       9000 |      42250 | 2361261 | $ 40 |        2  (13s)
  2405000 |  46815.7 |       7062 |      42250 | 2366221 | $ 20 |        1  (14s)
  2410000 |  45659.8 |       7062 |      42250 | 2371177 | $ 40 |        2  (14s)
  2415000 |  44532.4 |       7062 |      42250 | 2376142 | $  0 |        0  (14s)
  2420000 |  43432.9 |      10125 |      42250 | 2381095 | $ 80 |        6  (14s)
  2425000 |  42360.6 |       4687 |      42250 | 2386052 | $170 |        8  (14s)
  2430000 |  41314.7 |       8312 |      42250 | 2391009 | $ 50 |        2  (14s)
  2435000 |  40294.6 |       4000 |      42250 | 2395958 | $ 10 |        1  (14s)
  2440000 |  39299.7 |      11062 |      42250 | 2400921 | $160 |        8  (14s)
  2445000 |  38329.4 |       7812 |      42250 | 2405874 | $ 60 |        6  (14s)
  2450000 |  37383.0 |       7062 |      42250 | 2410844 | $ 30 |        2  (14s)
  2455000 |  36460.1 |       5062 |      42250 | 2415793 | $ 20 |        2  (14s)
  2460000 |  35559.8 |       5500 |      42250 | 2420745 | $ 90 |        7  (14s)
  2465000 |  34681.9 |       7062 |      42250 | 2425694 | $ 10 |        1  (14s)
  2470000 |  33825.6 |       6875 |      42250 | 2430641 | $ 50 |        2  (14s)
  2475000 |  32990.4 |      10562 |      42250 | 2435583 | $ 40 |        4  (14s)
  2480000 |  32175.9 |       5499 |      42250 | 2440521 | $120 |        7  (14s)
  2485000 |  31381.4 |       7062 |      42250 | 2445479 | $ 10 |        1  (14s)
  2490000 |  30606.6 |       7562 |      42250 | 2450424 | $ 80 |        3  (14s)
  2495000 |  29851.0 |       7062 |      42250 | 2455377 | $  0 |        0  (14s)
  2500000 |  29113.9 |       7062 |      42250 | 2460324 | $ 20 |        2  (14s)
  2505000 |  28395.1 |       7750 |      42250 | 2465257 | $110 |        6  (14s)
  2510000 |  27694.0 |       8000 |      42250 | 2470200 | $ 20 |        2  (14s)
  2515000 |  27010.3 |       8062 |      42250 | 2475138 | $ 30 |        1  (14s)
  2520000 |  26343.4 |       6875 |      42250 | 2480082 | $ 10 |        1  (14s)
  2525000 |  25692.9 |      10000 |      42250 | 2485017 | $150 |        9  (14s)
  2530000 |  25058.6 |       8062 |      42250 | 2489945 | $ 30 |        1  (14s)
  2535000 |  24439.9 |       5062 |      42250 | 2494861 | $110 |        5  (14s)
  2540000 |  23836.5 |       7062 |      42250 | 2499792 | $  0 |        0  (14s)
  2545000 |  23247.9 |       8062 |      42250 | 2504712 | $ 40 |        2  (14s)
  2550000 |  22673.9 |       8000 |      42250 | 2509643 | $ 40 |        3  (14s)
  2555000 |  22114.1 |       5062 |      42250 | 2514569 | $ 50 |        3  (14s)
  2560000 |  21568.1 |       7500 |      42250 | 2519492 | $160 |        9  (14s)
  2565000 |  21035.6 |       3843 |      42250 | 2524416 | $180 |       10  (14s)
  2570000 |  20516.2 |       7062 |      42250 | 2529346 | $ 10 |        1  (14s)
  2575000 |  20009.7 |       7062 |      42250 | 2534252 | $ 70 |        4  (15s)
  2580000 |  19515.6 |       7062 |      42250 | 2539152 | $ 70 |        5  (15s)
  2585000 |  19033.8 |       7062 |      42250 | 2544076 | $  0 |        0  (15s)
  2590000 |  18563.8 |       7312 |      42250 | 2548986 | $ 70 |        4  (15s)
  2595000 |  18105.5 |       5750 |      42250 | 2553901 | $ 50 |        5  (15s)
  2600000 |  17658.5 |       6000 |      42250 | 2558790 | $100 |        6  (15s)
  2605000 |  17222.5 |      10750 |      42250 | 2563698 | $ 80 |        4  (15s)
  2610000 |  16797.3 |       7062 |      42250 | 2568582 | $  0 |        0  (15s)
  2615000 |  16382.5 |       7000 |      42250 | 2573444 | $ 50 |        4  (15s)
  2620000 |  15978.0 |      12500 |      42250 | 2578333 | $130 |        7  (15s)
  2625000 |  15583.5 |       6437 |      42250 | 2583226 | $ 50 |        3  (15s)
  2630000 |  15198.8 |       7062 |      42250 | 2588105 | $  0 |        0  (15s)
  2635000 |  14823.5 |       6187 |      42250 | 2592986 | $170 |       11  (15s)
  2640000 |  14457.5 |       7562 |      42250 | 2597875 | $ 50 |        3  (15s)
  2645000 |  14100.6 |       7062 |      42250 | 2602779 | $  0 |        0  (15s)
  2650000 |  13752.4 |       6062 |      42250 | 2607672 | $140 |        7  (15s)
  2655000 |  13412.9 |       6875 |      42250 | 2612552 | $150 |        7  (15s)
